CustomerID,Title,FirstName,MiddleName,LastName,Suffix,CompanyName,SalesPerson,EmailAddress,Phone
82,Mr.,James,D.,Kramer,,Refined Department Stores,adventure-works\\josé1,james10@adventure-works.com,814-555-0130
83,Mr.,Eric,J.,Brumfield,,Requisite Part Supply,adventure-works\\josé1,eric3@adventure-works.com,644-555-0114
84,Ms.,Della,F.,Demott Jr,,Rewarding Activities Company,adventure-works\\garrett1,della0@adventure-works.com,752-555-0185
88,Ms.,Pamala,M.,Kotc,,Closest Bicycle Store,adventure-works\\jae0,pamala0@adventure-works.com,1 (11) 500 555-0173
91,Ms.,Joy,R.,Koski,,Scooters and Bikes Store,adventure-works\\pamela0,joy0@adventure-works.com,810-555-0198
92,Ms.,Jovita,A.,Carmody,,Sports Commodities,adventure-works\\david8,jovita0@adventure-works.com,646-555-0137
93,Mr.,Prashanth,,Desai,,Stationary Bikes and Stands,adventure-works\\jillian0,prashanth0@adventure-works.com,138-555-0156
94,Mr.,Scott,,Konersmann,,Specialty Sports Store,adventure-works\\jillian0,scott6@adventure-works.com,556-555-0192
95,Ms.,Jane,N.,Carmichael,,Rural Department Store,adventure-works\\shu0,jane0@adventure-works.com,716-555-0167
96,Ms.,Bonnie,B.,Lepro,,More Bikes!,adventure-works\\linda3,bonnie2@adventure-works.com,354-555-0130
97,Mr.,Eugene,,Kogan,,Mountain Bike Center,adventure-works\\shu0,eugene2@adventure-works.com,136-555-0134
100,Mr.,Kirk,T,King,,Up-To-Date Sports,adventure-works\\josé1,kirk2@adventure-works.com,979-555-0163
101,Mr.,William,J.,Conner,,Urban Sports Emporium,adventure-works\\josé1,william1@adventure-works.com,383-555-0111
102,Ms.,Linda,,Leste,,National Manufacturing,adventure-works\\garrett1,linda7@adventure-works.com,493-555-0134
106,Ms.,Andrea,A.,Thomsen,,West Side Mart,adventure-works\\jae0,andrea1@adventure-works.com,1 (11) 500 555-0120
109,Mr.,Daniel,P.,Thompson,,Travel Sports,adventure-works\\pamela0,daniel2@adventure-works.com,247-555-0197
110,Ms.,Kendra,N.,Thompson,,Vintage Sport Boutique,adventure-works\\david8,kendra0@adventure-works.com,464-555-0188
111,Mr.,Scott,A.,Colvin,,Westside Cycle Store,adventure-works\\jillian0,scott1@adventure-works.com,119-555-0144
112,Ms.,Elsie,L.,Lewin,,Town Industries,adventure-works\\jillian0,elsie0@adventure-works.com,803-555-0116
113,Mr.,Donald,M.,Thompson,,Trendy Department Stores,adventure-works\\shu0,donald1@adventure-works.com,273-555-0111
114,Mr.,John,L.,Colon,,Two Wheels Cycle Store,adventure-works\\linda3,john14@adventure-works.com,397-555-0144
115,Mr.,George,Z.,Li,,Security Racks and Locks Wholesalers,adventure-works\\shu0,george3@adventure-works.com,699-555-0183
118,Mr.,Yale,,Li,,Rapid Bikes,adventure-works\\josé1,yale0@adventure-works.com,316-555-0138
119,Ms.,Phyllis,A.,Thomas,,Red Bicycle Company,adventure-works\\josé1,phyllis2@adventure-works.com,667-555-0112
120,Mr.,Pat,,Coleman,,Machines & Cycles Store,adventure-works\\garrett1,pat2@adventure-works.com,292-555-0128
124,Ms.,Yuhong,,Li,,Nearby Sporting Goods,adventure-works\\jae0,yuhong1@adventure-works.com,1 (11) 500 555-0176
127,Mr.,Joseph,M.,Lique,,Front Sporting Goods,adventure-works\\pamela0,joseph2@adventure-works.com,119-555-0195
128,Ms.,Judy,J.,Thames,,Demand Distributors,adventure-works\\david8,judy3@adventure-works.com,799-555-0118
129,Ms.,Connie,L.,Coffman,,Discount Bicycle Specialists,adventure-works\\jillian0,connie0@adventure-works.com,426-555-0181
130,Mr.,Paulo,H.,Lisboa,,Elite Bikes,adventure-works\\jillian0,paulo0@adventure-works.com,380-555-0116
131,Ms.,Vanessa,J.,Tench,,Eighth Bike Store,adventure-works\\shu0,vanessa0@adventure-works.com,785-555-0163
132,Ms.,Teanna,M.,Cobb,,Another Sporting Goods Company,adventure-works\\linda3,teanna0@adventure-works.com,661-555-0168
133,Mr.,Michael,,Graff,,Commercial Sporting Goods,adventure-works\\shu0,michael16@adventure-works.com,132-555-0150
136,Mr.,Derek,,Graham,,Wholesale Parts,adventure-works\\josé1,derek0@adventure-works.com,674-555-0187
137,,Gytis,M,Barzdukas,,Transportation Options,adventure-works\\josé1,gytis0@adventure-works.com,257-555-0119
138,Ms.,Jane,,Clayton,,South Bike Company,adventure-works\\garrett1,jane1@adventure-works.com,206-555-0195
142,Mr.,Jon,,Grande,,Riding Cycles,adventure-works\\jae0,jon1@adventure-works.com,1 (11) 500 555-0114
145,Mr.,Ted,,Bremer,,Raw Materials Inc,adventure-works\\pamela0,ted0@adventure-works.com,962-555-0166
146,Mr.,Richard,,Bready,,Latest Sports Equipment,adventure-works\\david8,richard1@adventure-works.com,340-555-0131
147,Ms.,Alice,,Clark,,Local Hardware Factory,adventure-works\\jillian0,alice1@adventure-works.com,221-555-0141
148,Mr.,Alan,,Brewer,,Lots of Bikes Storehouse,adventure-works\\jillian0,alan1@adventure-works.com,494-555-0134
149,Mr.,Cornelius,L.,Brandon,,Initial Bike Company,adventure-works\\shu0,cornelius0@adventure-works.com,229-555-0114
150,Ms.,Jill,J.,Christie,,Fleet Bikes,adventure-works\\linda3,jill1@adventure-works.com,927-555-0198
151,Mr.,Walter,J.,Brian,IV,Futuristic Bikes,adventure-works\\shu0,walter0@adventure-works.com,163-555-0155
154,Mr.,Carlton,M.,Carlisle,,Camping and Sports Store,adventure-works\\josé1,carlton0@adventure-works.com,193-555-0116
155,Mr.,Joseph,N.,Castellucio,,Corner Bicycle Supply,adventure-works\\josé1,joseph1@adventure-works.com,180-555-0114
156,Mr.,Lester,J.,Bowman,Sr.,Metal Processing Company,adventure-works\\garrett1,lester0@adventure-works.com,844-555-0112
160,Ms.,Brigid,F.,Cavendish,,Vigorous Sports Store,adventure-works\\jae0,brigid0@adventure-works.com,1 (11) 500 555-0178
163,Mr.,Andrew,,Cencini,,Sports Merchandise,adventure-works\\pamela0,andrew2@adventure-works.com,644-555-0111
164,Ms.,Cindy,M.,Dodd,,Suburban Cycle Shop,adventure-works\\david8,cindy0@adventure-works.com,706-555-0140
165,Mr.,Randall,,Boseman,,Third Bike Store,adventure-works\\jillian0,randall0@adventure-works.com,383-555-0117
166,Ms.,Stacey,M.,Cereghino,,Fitness Toy Store,adventure-works\\jillian0,stacey0@adventure-works.com,351-555-0131
167,Mr.,Blaine,,Dockter,,Farthermost Bike Shop,adventure-works\\shu0,blaine0@adventure-works.com,156-555-0187
168,Sr.,Luis,,Bonifaz,,Economy Bikes Company,adventure-works\\linda3,luis0@adventure-works.com,688-555-0113
169,Ms.,Brenda,,Diaz,,Downtown Hotel,adventure-works\\shu0,brenda2@adventure-works.com,147-555-0192
172,Ms.,Gabriele,,Dickmann,,Certified Sports Supply,adventure-works\\josé1,gabriele0@adventure-works.com,835-555-0116
173,Mr.,Rudolph,J.,Dillon,Sr.,Sundry Sporting Goods,adventure-works\\josé1,rudolph0@adventure-works.com,722-555-0169
174,Mr.,Michael,L.,Bohling,,Toy Manufacturing Inc,adventure-works\\garrett1,michael12@adventure-works.com,838-555-0147
178,Mr.,Dick,,Dievendorff,,Rampart Amusement Company,adventure-works\\jae0,dick1@adventure-works.com,1 (11) 500 555-0193
180,Ms.,Nicky,E.,Chesnut,,Full-Service Bike Store,adventure-works\\michael9,nicky0@adventure-works.com,264-555-0164
181,Mr.,Michael,J.,Lee,,Family Entertainment Center,adventure-works\\pamela0,michael18@adventure-works.com,396-555-0139
182,Mr.,Stanley,A.,Alan,Jr.,Another Bicycle Company,adventure-works\\david8,stanley0@adventure-works.com,156-555-0126
183,Mr.,Yao-Qiang,,Cheng,,This Area Sporting Goods,adventure-works\\jillian0,yao-qiang0@adventure-works.com,344-555-0181
184,Ms.,Marjorie,M.,Lee,,Go-cart and Bike Specialists,adventure-works\\jillian0,marjorie0@adventure-works.com,306-555-0166
185,Mr.,Sandeep,,Kaliyath,,Weekend Bike Tours,adventure-works\\shu0,sandeep1@adventure-works.com,495-555-0113
186,Mr.,Pei,,Chow,,Thrilling Bike Tours,adventure-works\\linda3,pei0@adventure-works.com,789-555-0184
187,Mr.,Frank,,Campbell,,Trailblazing Sports,adventure-works\\shu0,frank4@adventure-works.com,491-555-0132
190,Mr.,Mark,,Lee,,Racing Partners,adventure-works\\josé1,mark5@adventure-works.com,371-555-0112
191,Ms.,Sandra,T.,Kitt,,Non-Slip Pedal Company,adventure-works\\josé1,sandra2@adventure-works.com,303-555-0117
192,Mr.,Hao,,Chen,,Nuts and Bolts Mfg.,adventure-works\\garrett1,hao1@adventure-works.com,117-555-0173
196,Ms.,Jolie,,Lenehan,,Exhibition Showroom,adventure-works\\jae0,jolie0@adventure-works.com,1 (11) 500 555-0126
197,Ms.,Diane,F.,Krane,,Fabrikam Inc.,,,
198,Mr.,Payton,P.,Benson,,Field Trip Inc,adventure-works\\michael9,payton0@adventure-works.com,528-555-0183
199,Mr.,Roger,,Lengel,,Authorized Bike Sales and Rental,adventure-works\\pamela0,roger1@adventure-works.com,947-555-0143
200,Ms.,Peggy,J.,Justice,,Basic Bike Company,adventure-works\\david8,peggy0@adventure-works.com,170-555-0189
201,Ms.,Edna,J.,Benson,,Unsurpassed Bikes,adventure-works\\jillian0,edna0@adventure-works.com,789-555-0189
203,Ms.,Jean,,Jordan,,Separate Parts Corporation,adventure-works\\shu0,jean3@adventure-works.com,207-555-0129
204,Mr.,Ido,,Ben-Sachar,,Traction Tire Company,adventure-works\\linda3,ido0@adventure-works.com,973-555-0112
205,Mr.,Frank,,Mart¡nez,,Rally Master Company Inc,adventure-works\\shu0,frank5@adventure-works.com,171-555-0147
208,Mr.,Steve,,Masters,,Professional Cyclists,adventure-works\\josé1,steve2@adventure-works.com,154-555-0115
209,Mr.,Robert,E.,Jones,,Purple Bicycle Company,adventure-works\\josé1,robert6@adventure-works.com,595-555-0131
210,Mr.,Josh,,Barnhill,,Gasless Cycle Shop,adventure-works\\garrett1,josh0@adventure-works.com,584-555-0192
214,Ms.,Jennifer,J.,Maxham,,Exclusive Bicycle Mart,adventure-works\\jae0,jennifer1@adventure-works.com,1 (11) 500 555-0175
217,Mr.,Chris,,Maxwell,,City Manufacturing,adventure-works\\pamela0,chris6@adventure-works.com,642-555-0187
218,Mr.,David,,Johnson,,Sure & Reliable Sporting Goods,adventure-works\\david8,david18@adventure-works.com,476-555-0139
219,Mr.,Brian,,Johnson,,Extras Sporting Goods,adventure-works\\jillian0,brian6@adventure-works.com,320-555-0134
220,Mr.,Robert,,Brown,,Best o' Bikes,adventure-works\\jillian0,robert5@adventure-works.com,575-555-0189
221,Ms.,Sandra,B.,Maynard,,Bike Dealers Association,adventure-works\\shu0,sandra4@adventure-works.com,993-555-0179
222,Mr.,Barry,,Johnson,,Sample Bike Store,adventure-works\\linda3,barry1@adventure-works.com,858-555-0140
223,Ms.,Joyce,,Jarvis,,Paints and Solvents Company,adventure-works\\shu0,joyce0@adventure-works.com,458-555-0179
226,Ms.,Vance,P.,Johns,,Leisure Activities,adventure-works\\josé1,vance0@adventure-works.com,103-555-0151
227,Ms.,Robin,M.,McGuigan,,Health Spa,,,
228,Ms.,Danielle,B.,Johnson,,Home Town Bike Store,adventure-works\\garrett1,danielle1@adventure-works.com,356-555-0190
232,Mr.,David,,Jaffe,,Exceptional Cycle Services,adventure-works\\jae0,david17@adventure-works.com,1 (11) 500 555-0140
235,Ms.,Mary,,Alexander,,Certified Bicycle Supply,adventure-works\\pamela0,mary7@adventure-works.com,344-555-0133
236,Ms.,Lola,M.,McCarthy,,Closeout Boutique,adventure-works\\david8,lola0@adventure-works.com,173-555-0151
237,Ms.,Mary,K.,Browning,,Client Discount Store,adventure-works\\jillian0,mary5@adventure-works.com,658-555-0146
238,Ms.,Jodan,M.,Jacobson,,A Great Bicycle Company,adventure-works\\jillian0,jodan0@adventure-works.com,652-555-0189
239,Ms.,Jane,A.,McCarty,,Bicycle Merchandise Warehouse,adventure-works\\shu0,jane3@adventure-works.com,529-555-0195
240,Mr.,Jessie,E.,Valerio,,Wire Baskets and Parts,adventure-works\\linda3,jessie0@adventure-works.com,103-555-0179
241,Mr.,Eric,A.,Jacobsen,,Vale Riding Supplies,adventure-works\\shu0,eric5@adventure-works.com,703-555-0120
244,Mr.,Bronson,R.,Jacobs,,Retail Discount Store,adventure-works\\josé1,bronson0@adventure-works.com,697-555-0131
245,Mr.,James,L.,McCoy,II,Leather Seat Factory,adventure-works\\josé1,james12@adventure-works.com,191-555-0151
246,Ms.,Esther,K.,Valle,,Large Bike Shop,adventure-works\\garrett1,esther0@adventure-works.com,481-555-0131
250,Ms.,Denean,J.,Ison,,Express Bike Services,adventure-works\\jae0,denean0@adventure-works.com,1 (11) 500 555-0127
253,Mr.,Erik,,Ismert,,Roving Sports,adventure-works\\pamela0,erik0@adventure-works.com,116-555-0163
254,Mr.,Robert,M.,Bernacchi,,Safe Cycles Shop,adventure-works\\david8,robert4@adventure-works.com,449-555-0176
255,Mr.,Sunil,,Uppal,,Swift Cycles,adventure-works\\jillian0,sunil0@adventure-works.com,184-555-0187
256,Mr.,Richard,L.,Irwin,,Rental Bikes,adventure-works\\jillian0,richard4@adventure-works.com,367-555-0124
257,Mr.,Matthias,,Berndt,,Number 1 Supply,adventure-works\\shu0,matthias1@adventure-works.com,384-555-0169
258,Mr.,Sairaj,,Uddin,,Quantity Discounts,adventure-works\\linda3,sairaj1@adventure-works.com,767-555-0193
259,Mr.,Lucio,,Iallo,,Highway Bike Shop,adventure-works\\shu0,lucio0@adventure-works.com,199-555-0135
262,Ms.,Beth,,Inghram,,General Industries,adventure-works\\josé1,beth0@adventure-works.com,718-555-0152
263,Mr.,Timothy,B.,Burnett,Jr.,Farthest Bike Store,adventure-works\\josé1,timothy0@adventure-works.com,251-555-0172
264,Ms.,Phyllis,B.,Tuffield,,Fasteners & Bolts Outlet,adventure-works\\garrett1,phyllis3@adventure-works.com,277-555-0182
268,Mr.,Richard,A.,Byham,,Channel Outlet,adventure-works\\jae0,richard2@adventure-works.com,1 (11) 500 555-0138
271,Mr.,Jared,L.,Bustamante,,Alternative Vehicles,adventure-works\\pamela0,jared0@adventure-works.com,164-555-0147
272,Mr.,Henry,L.,Campen,,Metro Cycle Shop,adventure-works\\david8,henry0@adventure-works.com,635-555-0126
273,Ms.,Christie,J.,Trujillo,,A Typical Bike Shop,adventure-works\\jillian0,christie0@adventure-works.com,686-555-0180
274,Ms.,Janet,J.,Gilliat,,Active Systems,adventure-works\\jillian0,janet2@adventure-works.com,521-555-0183
275,Mr.,Chris,,Cannon,,Outdoor Sporting Goods,adventure-works\\shu0,chris5@adventure-works.com,118-555-0131
276,Mr.,Michael John,R.,Troyer,,Thrifty Parts and Sales,adventure-works\\linda3,michaeljohn0@adventure-works.com,308-555-0175
277,Mr.,Guy,,Gilbert,,The Bicycle Accessories Company,adventure-works\\shu0,guy0@adventure-works.com,583-555-0198
280,Mr.,Frances,J.,Giglio,,Standard Bikes,adventure-works\\josé1,frances1@adventure-works.com,692-555-0136
281,Ms.,Suzana De Abreu,A.,Canuto,,Petroleum Products Distributors,adventure-works\\josé1,suzanadeabreu0@adventure-works.com,990-555-0141
282,Mr.,Billy,J.,Trent,,Quick Parts and Service,adventure-works\\garrett1,billy0@adventure-works.com,882-555-0115
286,Mr.,Leo,,Giakoumakis,,Number One Bike Co.,adventure-works\\jae0,leo0@adventure-works.com,1 (11) 500 555-0169
287,Mr.,Grant,,Culbertson,,Handy Bike Services,adventure-works\\michael9,grant1@adventure-works.com,859-555-0173
288,Mr.,Robert,L.,Barker,,Kickstand Sellers,adventure-works\\michael9,robert3@adventure-works.com,241-555-0112
289,Ms.,Gabriel,L.,Bockenkamp,,Moderately-Priced Bikes Store,adventure-works\\pamela0,gabriel0@adventure-works.com,763-555-0145
290,Mr.,Scott,,Culp,,Friendly Bike Shop,adventure-works\\david8,scott3@adventure-works.com,119-555-0167
291,Mr.,Wayne,N.,Banack,,Grand Bicycle Stores,adventure-works\\jillian0,wayne0@adventure-works.com,640-555-0189
292,Mr.,Michael,Greg,Blythe,,Grease and Oil Products Company,adventure-works\\jillian0,michael11@adventure-works.com,126-555-0172
293,Mr.,Conor,,Cunningham,,Fashionable Bikes and Accessories,adventure-works\\shu0,conor0@adventure-works.com,115-555-0113
294,Mr.,Alberto,F.,Baltazar,,Flawless Bike Shop,adventure-works\\linda3,alberto0@adventure-works.com,780-555-0114
295,Mr.,Joseph,P.,Mitzner,Jr.,Engineered Bike Systems,adventure-works\\shu0,joseph4@adventure-works.com,129-555-0164
298,Mr.,Robert,,Mitosinka,,City Cycling,adventure-works\\josé1,robert10@adventure-works.com,239-555-0198
299,Mr.,Thierry,,D'Hers,,Citywide Service and Repair,adventure-works\\josé1,thierry1@adventure-works.com,680-555-0192
300,Mr.,Daniel,,Blanco,,Nice Bikes,adventure-works\\garrett1,daniel0@adventure-works.com,221-555-0167
304,Ms.,Linda,,Mitchell,,Essential Bike Works,adventure-works\\jae0,linda9@adventure-works.com,1 (11) 500 555-0182
306,Mr.,Stephen,M.,Ayers,,Work and Play Association,adventure-works\\michael9,stephen1@adventure-works.com,818-555-0171
307,Ms.,Neva,M.,Mitchell,,Riding Associates,adventure-works\\pamela0,neva0@adventure-works.com,992-555-0134
308,Ms.,Megan,N.,Davis,,Rugged Bikes,adventure-works\\david8,megan1@adventure-works.com,839-555-0198
309,Mr.,John,,Arthur,,The Gear Store,adventure-works\\jillian0,john6@adventure-works.com,149-555-0113
310,Mr.,Frank,,Miller,,Orange Bicycle Company,adventure-works\\jillian0,frank6@adventure-works.com,118-555-0184
311,Sr.,Alvaro,,De Matos Miranda Filho,,Principal Bike Company,adventure-works\\shu0,alvaro0@adventure-works.com,551-555-0155
312,Mr.,Thomas,B.,Armstrong,Jr.,Resale Services,adventure-works\\linda3,thomas1@adventure-works.com,226-555-0146
313,Mr.,Dylan,,Miller,,Metropolitan Manufacturing,adventure-works\\shu0,dylan1@adventure-works.com,140-555-0192
316,Mr.,Ben,,Miller,,Low Price Cycles,adventure-works\\josé1,ben1@adventure-works.com,207-555-0167
317,Mr.,Jacob,N.,Dean,,Finer Riding Supplies,adventure-works\\josé1,jacob0@adventure-works.com,767-555-0151
318,Ms.,Ann,,Beebe,,First-Rate Outlet,adventure-works\\garrett1,ann0@adventure-works.com,277-555-0169
322,Mr.,Matthew,J.,Miller,,Tachometers and Accessories,adventure-works\\jae0,matthew5@adventure-works.com,1 (11) 500 555-0176
323,Mr.,Jo,,Brown,,Metro Bike Works,adventure-works\\michael9,jo2@adventure-works.com,689-555-0130
325,Ms.,Virginia,L.,Miller,,All Cycle Shop,adventure-works\\pamela0,virginia0@adventure-works.com,918-555-0127
326,Mr.,Scott,,Gode,,Year-Round Sports,adventure-works\\david8,scott4@adventure-works.com,164-555-0145
327,Ms.,Caroline,A.,Vicknair,,World of Bikes,adventure-works\\jillian0,caroline0@adventure-works.com,695-555-0158
328,Mr.,Robert,R.,Vessa,,Totes & Baskets Company,adventure-works\\jillian0,robert13@adventure-works.com,560-555-0171
330,Mr.,Mete,,Goktepe,,The New Bike Store,adventure-works\\linda3,mete0@adventure-works.com,637-555-0120
331,Ms.,Wanda,F.,Vernon,,Technical Parts Manufacturing,adventure-works\\shu0,wanda0@adventure-works.com,433-555-0168
334,Ms.,Dora,P.,Verdad,,Retreat Inn,adventure-works\\josé1,dora0@adventure-works.com,155-555-0140
335,Mr.,John,M.,Berger,Jr.,Scratch-Resistant Finishes Company,adventure-works\\josé1,john10@adventure-works.com,156-555-0111
336,Mr.,Brian,R,Goldstein,,Primary Bike Distributors,adventure-works\\garrett1,brian4@adventure-works.com,495-555-0161
340,Mr.,Raja,D.,Venugopal,,Nearby Cycle Shop,adventure-works\\jae0,raja0@adventure-works.com,1 (11) 500 555-0195
343,Ms.,Patricia,M.,Vasquez,,Mail-Order Outlet,adventure-works\\pamela0,patricia2@adventure-works.com,490-555-0132
344,Ms.,Karren,K.,Burkhardt,,Fifth Bike Store,adventure-works\\david8,karren0@adventure-works.com,652-555-0132
345,Ms.,Abigail,J.,Gonzalez,,Genial Bike Associates,adventure-works\\jillian0,abigail0@adventure-works.com,121-555-0139
346,Mr.,Ranjit,Rudra,Varkey Chudukatil,,Great Bicycle Supply,adventure-works\\jillian0,ranjit1@adventure-works.com,810-555-0160
347,Ms.,Ingrid,K.,Burkhardt,,Bike Universe,adventure-works\\shu0,ingrid0@adventure-works.com,857-555-0187
348,Mr.,Oscar,L.,Alpuerto,,Bold Bike Accessories,adventure-works\\linda3,oscar0@adventure-works.com,855-555-0174
349,Mr.,Gary,T,Vargas,,Exercise Center,adventure-works\\shu0,gary6@adventure-works.com,112-555-0176
352,Mr.,Shane,S.,Kim,,Twelfth Bike Store,adventure-works\\josé1,shane2@adventure-works.com,155-555-0149
353,Ms.,Joan,M.,Campbell,,Two-Wheeled Transit Company,adventure-works\\josé1,joan0@adventure-works.com,700-555-0155
354,Mr.,Maxwell,J.,Amland,,Serious Cycles,adventure-works\\garrett1,maxwell0@adventure-works.com,614-555-0134
358,Mr.,Joe,,Kim,,Mail Market,adventure-works\\jae0,joe1@adventure-works.com,1 (11) 500 555-0144
360,Ms.,Ramona,J.,Antrim,,Novelty Bikes,adventure-works\\michael9,ramona0@adventure-works.com,327-555-0148
